delta_event_h,event_h,label
0.25713066813040797,57.80896804008483,phase_minus_1800
-0.11522762904881034,57.43660974290561,phase_plus_1800
-4.629554084526838,52.92228328742758,diffusivity_plus_10pct
-0.010449875764322769,57.5413874961901,capacity_plus_10pct
-1.0656533542595525,56.48618401769487,hm_plus_20pct
